Date,Open,High,Low,Close,Volume,Adj Close
2015-04-24,141.25999,141.47,140.98,141.21001,277500,141.21001
2015-04-23,141.16,141.28,140.62,141.03,393000,141.03
2015-04-22,141.47,141.89,141.17,141.66,163600,141.66
2015-04-21,141.37,141.89999,141.28,141.33,365800,141.33
2015-04-20,138.74001,139.34,138.64,138.73,151600,138.73
2015-04-17,138.99001,139.03,138.00,138.42999,253900,138.42999
2015-04-16,139.17999,139.50,138.78999,138.98,186500,138.98
2015-04-15,139.23,139.38,138.67999,139.08,177600,139.08
2015-04-14,138.69,138.98,138.13,138.66,171600,138.66
2015-04-13,137.67,138.00,137.20,137.56,320200,137.56
2015-04-10,138.71001,139.82001,138.66,139.64999,320300,139.64999
2015-04-09,139.10001,140.12,139.00,139.91,276700,139.91
2015-04-08,139.86,140.37,139.53999,139.94,142100,139.94
2015-04-07,140.10001,140.64,139.64999,139.72,260800,139.72
2015-04-06,140.00,141.21001,140.00,140.64,157800,140.64
2015-04-02,139.83,140.89999,139.63,140.02,249000,140.02
2015-04-01,138.33,138.66,137.77,138.48,358900,138.48
2015-03-31,140.88,140.94,139.71001,139.89,555100,139.89
2015-03-30,141.67,142.94,141.38,142.55,484100,142.55
2015-03-27,142.34,142.50999,141.72,142.39999,238100,142.39999
2015-03-26,143.00,143.66,142.71001,143.11,324400,143.11
2015-03-25,145.25,145.25,143.78,143.81,328600,143.81
2015-03-24,145.23,145.23,144.39999,144.52,303700,144.52
2015-03-23,145.33,145.80,144.95,145.32001,480700,145.32001
2015-03-20,142.64,143.50,142.53,143.09,406900,143.09
2015-03-19,140.14,140.59,139.64999,140.10001,310600,140.10001
2015-03-18,139.10001,140.25999,138.49001,140.08,457900,140.08
2015-03-17,137.09,137.37,136.60001,136.96001,816400,136.96001
2015-03-16,137.36,138.14,137.16,137.52,271000,137.52
2015-03-13,135.86,136.38,135.46001,136.17,393200,136.17
2015-03-12,136.17,137.67,136.17,137.53,313200,137.53
2015-03-11,134.20,134.45,133.83,134.00,222700,134.00
2015-03-10,134.14999,134.38,133.60001,133.69,220900,133.69
2015-03-09,135.50,135.64999,134.94,135.39,174100,135.39
2015-03-06,135.32001,135.98,134.70,134.89,184700,134.89
2015-03-05,134.96001,135.42,134.64999,134.89999,232900,134.89999
2015-03-04,135.39999,135.59,134.39999,135.52,205500,135.52
2015-03-03,135.37,135.84,135.07001,135.39999,208000,135.39999
2015-03-02,135.25,136.00,135.25,135.87,254500,135.87
2015-02-27,135.35001,135.80,135.35001,135.37,219900,135.37
2015-02-26,136.88,137.46001,136.63,136.80,258000,136.80
2015-02-25,136.80,137.14,136.39,136.87,236800,136.87
2015-02-24,137.60001,138.70,137.24001,138.34,335000,138.34
2015-02-23,136.89999,137.20,136.41,136.98,199800,136.98
2015-02-20,135.94,136.99001,135.86,136.89999,239800,136.89999
2015-02-19,134.50,135.49001,134.38,135.28,218600,135.28
2015-02-18,133.66,134.36,133.64999,134.16,258400,134.16
2015-02-17,132.00,132.69,132.00,132.08,365400,132.08
2015-02-13,131.99001,132.78999,131.99001,132.49001,301000,132.49001
2015-02-12,131.39,131.99001,131.20,131.82001,327600,131.82001
2015-02-11,130.80,131.25,130.74001,131.02,449200,131.02
2015-02-10,129.71001,131.06,129.71001,130.85001,229100,130.85001
2015-02-09,129.47,129.75,128.96001,129.16,186000,129.16
2015-02-06,129.77,130.49001,129.37,129.57001,379900,129.57001
2015-02-05,130.98,131.92,130.78,131.74001,448000,131.74001
2015-02-04,132.20,134.24001,132.20,132.67999,471300,132.67999
2015-02-03,129.55,131.17,129.42,131.10001,458000,131.10001
2015-02-02,130.10001,131.13,129.71001,131.09,280200,131.09
2015-01-30,129.49001,129.98,128.69,128.85001,273900,128.85001
2015-01-29,131.48,132.17999,130.94,132.14999,411800,132.14999
2015-01-28,132.23,132.42,130.70,130.95,304100,130.95
2015-01-27,131.13,131.73,130.88,131.10001,301000,131.10001
2015-01-26,130.98,132.31,130.98,131.86,350600,131.86
2015-01-23,130.00,130.21001,129.50,129.66,292900,129.66
2015-01-22,128.97,130.23,127.96,129.86,235500,129.86
2015-01-21,128.36,128.82001,128.00999,128.66,606700,128.66
2015-01-20,129.50,129.78999,128.75999,129.16,436700,129.16
2015-01-16,128.32001,129.00,128.05,128.88,441600,128.88
2015-01-15,127.87,128.37,126.63,126.78,310400,126.78
2015-01-14,125.42,125.98,124.63,125.82,363800,125.82
2015-01-13,127.05,127.87,125.63,126.41,252900,126.41
2015-01-12,126.50,127.74,125.34,126.04,306700,126.04
2015-01-09,127.77,127.77,125.98,126.08,150300,126.08
